frame,timestamp,location,acceleration,velocity,throttle,steer,brake,reverse,has_front_vehicle,front_vehicle_distance,front_vehicle_velocity,has_side_vehicle,side_vehicle_distance,side_vehicle_velocity,has_traffic_light,distance_tl,signal_tl,signal_tl_1s,signal_tl_2s,signal_tl_3s,signal_tl_4s,signal_tl_5s,signal_tl_6s,signal_tl_7s,signal_tl_8s,signal_tl_9s,signal_tl_10s,car_pixels_ratio,truck_bus_pixels_ratio,traffic_light_pixels_ratio
0.0,0.0,"Location(x=-51.711067, y=140.662674, z=-0.019329)",0.35529348254203796,2.43005633354187,0.625036358833313,0.00208130176179111,0.0,False,0,100,0,1,22.67519497871399,7.941125392913818,0,100,0,0,0,0,0,0,0,0,0,0,0,0.006255787037037037,0.0,0.0
1.0,1.0000000149011612,"Location(x=-49.098431, y=140.718704, z=-0.019343)",0.40803971886634827,2.801511526107788,0.6436828374862671,-0.013126363977789879,0.0,False,0,100,0,1,27.931391954421997,7.922403812408447,0,100,0,0,0,0,0,0,0,0,0,0,0,0.006295814043209877,0.0,0.0
2.0,2.0000000298023224,"Location(x=-46.071705, y=140.707535, z=-0.019382)",0.49813541769981384,3.265810251235962,0.6619767546653748,-0.009634697809815407,0.0,False,0,100,0,1,32.77664303779602,7.912308692932129,0,100,0,0,0,0,0,0,0,0,0,0,0,0.007329282407407408,0.0,0.0
3.0,3.0000000447034836,"Location(x=-42.633904, y=140.658127, z=-0.019221)",-0.010254035703837872,3.514080047607422,0.5900365114212036,0.0012420660350471735,0.0,False,0,100,0,1,37.21550107002258,7.9074387550354,0,100,0,0,0,0,0,0,0,0,0,0,0,0.009494116512345678,0.0,0.0
4.0,4.000000059604645,"Location(x=-39.092049, y=140.615295, z=-0.019252)",0.15859603881835938,3.6042468547821045,0.625036358833313,0.0012420660350471735,0.0,False,1,41.55327343940735,7.9052839279174805,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.013451003086419753,0.0,0.0
5.0,5.000000074505806,"Location(x=-35.392456, y=140.578110, z=-0.019271)",0.19965682923793793,3.7988271713256836,0.6287944912910461,0.0012084966292604804,0.0,False,1,45.73670697212219,7.904452800750732,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.02201244212962963,0.0,0.0
6.0,6.000000089406967,"Location(x=-31.496508, y=140.544357, z=-0.019265)",0.17953017354011536,3.9880685806274414,0.6287944912910461,0.0003021240408997983,0.0,False,1,49.73060727119446,7.904059410095215,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.01838493441358025,0.0,0.0
7.0,7.000000104308128,"Location(x=-27.421450, y=140.515533, z=-0.019258)",0.16045533120632172,4.157416343688965,0.6287944912910461,0.0010070804273709655,0.0,False,1,53.54910397529602,7.903925895690918,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.015337577160493826,0.0,0.0
8.0,8.00000011920929,"Location(x=-23.186249, y=140.495041, z=-0.019251)",0.14334309101104736,4.308732986450195,0.6287944912910461,0.0012084966292604804,0.0,False,1,57.2097065448761,7.903879642486572,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.007312885802469136,0.0,0.0
9.0,9.00000013411045,"Location(x=-18.801891, y=140.484116, z=-0.019257)",0.16008269786834717,4.462677001953125,0.6325380802154541,0.0012084966292604804,0.0,False,1,60.72278714179993,7.903867244720459,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.012430073302469136,0.0,0.0
10.0,10.000000149011612,"Location(x=-14.260740, y=140.480804, z=-0.019253)",0.14581149816513062,4.6156487464904785,0.6325380802154541,-0.0023834274616092443,0.0,False,1,64.08027005195618,7.903861045837402,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.00931616512345679,0.0,0.0
11.0,11.000000163912773,"Location(x=-9.574182, y=140.464142, z=-0.019247)",0.13127858936786652,4.753739833831787,0.6325380802154541,0.0012084966292604804,0.0,False,1,67.29234433174133,7.900174617767334,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.007786458333333334,0.0,0.0
12.0,12.000000178813934,"Location(x=-4.756780, y=140.482468, z=-0.019242)",0.11814571917057037,4.877918243408203,0.6325380802154541,0.0030212493147701025,0.0,False,1,70.37562680244446,7.9034905433654785,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.016394193672839508,0.0,0.0
13.0,13.000000193715096,"Location(x=0.178296, y=140.534912, z=-0.019238)",0.10623084753751755,4.989706516265869,0.6325380802154541,-0.00020141601271461695,0.0,False,0,100,0,1,73.22647213935852,7.901920795440674,0,100,0,0,0,0,0,0,0,0,0,0,0,0.05884259259259259,0.0,0.0
14.0,14.000000208616257,"Location(x=5.219311, y=140.586731, z=-0.019074)",0.09515774995088577,5.090004920959473,0.6325380802154541,-0.00020141601271461695,0.0,False,0,100,0,1,75.6337673664093,7.906768321990967,0,100,0,0,0,0,0,0,0,0,0,0,0,0.10273292824074073,0.0,0.0
15.0,15.000000223517418,"Location(x=10.355330, y=140.637421, z=-0.019070)",0.08558608591556549,5.180045127868652,0.6325380802154541,-0.0001678466796875,0.0,False,0,100,0,1,77.4581081867218,7.906613349914551,0,100,0,0,0,0,0,0,0,0,0,0,0,0.12305796682098766,0.0,0.0
16.0,16.00000023841858,"Location(x=15.579232, y=140.689819, z=-0.019077)",0.10985903441905975,5.272851467132568,0.6362673044204712,0.0003021240408997983,0.0,False,0,100,0,1,78.68313717842102,7.905354022979736,0,100,0,0,0,0,0,0,0,0,0,0,0,0.09804639274691358,0.0,0.0
17.0,17.00000025331974,"Location(x=20.907600, y=140.747070, z=-0.019078)",0.10643059760332108,5.382571697235107,0.6362673044204712,0.0003021240408997983,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.005544945987654321,0.0,0.0
18.0,18.0000002682209,"Location(x=26.341797, y=140.809311, z=-0.019075)",0.09671720117330551,5.4838762283325195,0.6362673044204712,0.0003021240408997983,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.009855324074074074,0.0,0.0
19.0,19.000000283122063,"Location(x=31.953739, y=140.877441, z=-0.019954)",2.873217821121216,6.274913787841797,0.6362673044204712,-0.00043640140211209655,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.016732735339506172,0.0,0.0
20.0,20.000000298023224,"Location(x=38.915310, y=140.955048, z=-0.019204)",0.3311800956726074,7.284547805786133,0.6362673044204712,-0.0006042481400072575,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.011246141975308642,0.0,0.0
21.0,21.000000312924385,"Location(x=46.327461, y=141.023544, z=-0.019121)",0.20144882798194885,7.520610332489014,0.6362673044204712,0.00040283205453306437,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.002127218364197531,0.0,0.0
22.0,22.000000327825546,"Location(x=53.945278, y=141.010056, z=-0.019113)",0.18015716969966888,7.7107391357421875,0.6362673044204712,-0.018163006752729416,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.002775366512345679,0.0,0.0
23.0,23.000000342726707,"Location(x=61.735332, y=140.614319, z=-0.019109)",0.17051033675670624,7.888036727905273,0.6362673044204712,-0.014704428613185883,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.012215470679012345,0.0,0.0
24.0,24.00000035762787,"Location(x=69.663696, y=139.790085, z=-0.019103)",0.1486736238002777,8.052353858947754,0.6362673044204712,-0.02904563955962658,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0021624228395061727,0.0,0.0
25.0,25.00000037252903,"Location(x=77.624046, y=138.185577, z=-0.019086)",0.09280875325202942,8.19454288482666,0.6362673044204712,-0.06070060655474663,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.00271412037037037,0.0,0.0
26.0,26.00000038743019,"Location(x=85.201988, y=134.994476, z=-0.019074)",0.10640108585357666,8.30467414855957,0.6362673044204712,-0.061644066125154495,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0034567901234567903,0.0,6.221064814814815e-05
27.0,27.000000402331352,"Location(x=91.889595, y=130.010956, z=-0.019070)",0.07432746887207031,8.415340423583984,0.6362673044204712,-0.0700053796172142,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.007209201388888889,0.00023341049382716048,0.00023341049382716048
28.0,28.000000417232513,"Location(x=97.418259, y=123.600922, z=-0.019091)",0.1186656579375267,8.540682792663574,0.6362673044204712,-0.03270819038152695,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.03079861111111111,0.0011521026234567902,0.00031394675925925926
