frame,timestamp,location,acceleration,velocity,throttle,steer,brake,reverse,has_front_vehicle,front_vehicle_distance,front_vehicle_velocity,has_side_vehicle,side_vehicle_distance,side_vehicle_velocity,has_traffic_light,distance_tl,signal_tl,signal_tl_1s,signal_tl_2s,signal_tl_3s,signal_tl_4s,signal_tl_5s,signal_tl_6s,signal_tl_7s,signal_tl_8s,signal_tl_9s,signal_tl_10s,car_pixels_ratio,truck_bus_pixels_ratio,traffic_light_pixels_ratio
0.0,0.0,"Location(x=-41.515545, y=110.531151, z=-0.007574)",-0.009312000125646591,-0.000174043801962398,0.0,-0.0015106212813407183,0.0,False,1,56.479891300201416,0.005434746854007244,1,15.407281398773193,0.0003811415226664394,1,62.25657653808594,1,1,1,1,1,1,1,1,1,1,2,0.010827546296296297,0.0,0.0003125
1.0,1.0000000149011612,"Location(x=-41.515545, y=110.530922, z=-0.007787)",0,0,0.0,-0.0014770518755540252,0.0,False,1,58.175039768218994,4.060409069061279,1,15.531545162200928,0.9116156697273254,1,62.256309509277344,1,1,1,1,1,1,1,1,1,2,2,0.01074266975308642,0.0,0.00030574845679012347
2.0,2.0000000298023224,"Location(x=-41.515644, y=110.513130, z=-0.007837)",0.05478149652481079,0.041334498673677444,0.3377349078655243,0.009366118349134922,0.0,False,1,62.654444217681885,4.259803295135498,1,18.34279775619507,5.320969104766846,1,62.24067306518555,1,1,1,1,1,1,1,1,2,2,3,0.004742476851851852,0.0,0.0003129822530864198
3.0,3.0000000447034836,"Location(x=-41.520199, y=110.062958, z=-0.008439)",0.8005912899971008,0.8123276829719543,0.46758678555488586,0.001409913063980639,0.0,False,1,55.47533178329468,5.172069549560547,1,24.78952169418335,7.918737888336182,1,61.83024978637695,1,1,1,1,1,1,1,2,2,3,3,0.0022255979938271605,0.0,0.0003081597222222222
4.0,4.000000059604645,"Location(x=-41.533482, y=108.510475, z=-0.008810)",1.1223593950271606,2.1492927074432373,0.5820735692977905,0.005102583207190037,0.0,False,1,58.9758620262146,4.628475666046143,1,31.26049566268921,8.055333137512207,1,60.344871520996094,1,1,1,1,1,1,2,2,3,3,3,0.0017274305555555556,0.0,0.0003235918209876543
5.0,5.000000074505806,"Location(x=-41.562050, y=105.842010, z=-0.008450)",0.7610406875610352,3.039109230041504,0.5780519843101501,-0.023939508944749832,0.0,False,0,100,0,1,36.35400152206421,7.25180721282959,1,57.720314025878906,1,1,1,1,1,2,2,3,3,3,3,0.0013425925925925925,0.0,0.0003298611111111111
6.0,6.000000089406967,"Location(x=-41.749222, y=102.419647, z=-0.008366)",0.6761420965194702,3.7333061695098877,0.5740290880203247,-0.027197865769267082,0.0,False,0,100,0,1,39.699166774749756,6.3031325340271,1,54.33199691772461,1,1,1,1,2,2,3,3,3,3,3,0.0010050154320987654,0.0,0.00034722222222222224
7.0,7.000000104308128,"Location(x=-42.152290, y=98.401627, z=-0.008164)",0.4169878661632538,4.250614643096924,0.5659327507019043,-0.027197865769267082,0.0,False,0,100,0,1,41.55310583114624,5.48333740234375,1,50.34039306640625,1,1,1,2,2,3,3,3,3,3,3,0.000990065586419753,0.0,0.00036024305555555554
8.0,8.00000011920929,"Location(x=-42.802719, y=93.997223, z=-0.008049)",0.2845497727394104,4.595279216766357,0.5659327507019043,0.0006042481400072575,0.0,False,0,100,0,1,42.20094060897827,4.080865859985352,1,45.96299362182617,1,1,2,2,3,3,3,3,3,3,3,0.0010980902777777777,0.0,0.0004214891975308642
9.0,9.00000013411045,"Location(x=-43.501637, y=89.319283, z=-0.007943)",0.15453743934631348,4.819090843200684,0.5618590712547302,0.005639708135277033,0.0,False,1,42.96101140975952,8.114274024963379,0,100,0,1,41.31694030761719,1,2,2,3,3,3,3,3,3,3,3,0.0008743248456790124,0.0,0.0005473572530864197
10.0,10.000000149011612,"Location(x=-44.131039, y=84.479057, z=-0.007855)",0.06418734043836594,4.916942596435547,0.5577681660652161,0.018364490941166878,0.0,False,1,46.191930294036865,8.054101943969727,0,100,0,1,36.462886810302734,2,2,3,3,3,3,3,3,3,3,3,0.0007016782407407408,0.0,0.0006495949074074074
11.0,11.000000163912773,"Location(x=-44.611347, y=79.558540, z=-0.007803)",0.0003397704567760229,4.954681873321533,0.5536598563194275,0.022260146215558052,0.0,False,1,48.930753231048584,8.028082847595215,1,98.42213606834412,6.498518943786621,1,31.534610748291016,2,3,3,3,3,3,3,3,3,3,3,0.0011969521604938273,0.0,0.0007981288580246914
12.0,12.000000178813934,"Location(x=-44.929466, y=74.611824, z=-0.007789)",-0.02695077285170555,4.956599235534668,0.5495340824127197,0.012689890339970589,0.0,False,1,50.66155004501343,8.026933670043945,0,100,0,1,26.584238052368164,3,3,3,3,3,3,3,3,3,3,3,0.0014356674382716048,7.2337962962962966e-06,0.0009968171296296296
13.0,13.000000193715096,"Location(x=-45.136353, y=69.667351, z=-0.007836)",0.046642400324344635,4.960179805755615,0.5577681660652161,0.010876893997192383,0.0,False,1,50.679269313812256,8.009038925170898,0,100,0,1,21.63912582397461,3,3,3,3,3,3,3,3,3,3,3,0.0016333912037037037,0.0007161458333333333,0.0010710841049382715
14.0,14.000000208616257,"Location(x=-45.257095, y=64.685616, z=-0.007689)",0.03212955594062805,4.999440670013428,0.5577681660652161,-0.001947023905813694,0.0,False,0,100,0,0,100,0,1,16.659536361694336,3,3,3,3,3,3,3,3,3,3,3,0.0033743248456790122,0.0021807484567901237,0.001646412037037037
15.0,15.000000223517418,"Location(x=-45.348499, y=59.964344, z=-0.004447)",-4.263950824737549,3.7324836254119873,0.0,0.008862536400556564,0.0,False,1,96.07351851463318,0,0,100,0,1,11.869711875915527,3,3,3,3,3,3,3,3,3,3,3,0.00673852237654321,0.004040798611111111,0.002271412037037037
16.0,16.00000023841858,"Location(x=-45.363129, y=58.178799, z=-0.004358)",-0.05996846780180931,-0.006771868094801903,0.0,0.0037933532148599625,0.3428674638271332,False,1,33.73016595840454,8.04455852508545,1,94.10845351219177,6.772079927941377e-07,1,9.905191421508789,3,3,3,3,3,3,3,3,3,3,3,0.0077961033950617285,0.19940104166666667,0.0018325617283950616
17.0,17.00000025331974,"Location(x=-45.363152, y=58.176445, z=-0.007786)",0,0,0.0,0.0037933532148599625,0.295663982629776,False,1,38.29443979263306,8.085685729980469,1,94.10534834861755,2.8823489373053235e-08,1,9.902105331420898,3,3,3,3,3,3,3,3,3,3,3,0.008177565586419753,0.266060474537037,0.0011824845679012346
18.0,18.0000002682209,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,0.0007385255303233862,0.3010239601135254,False,1,45.61939859390259,8.049744606018066,1,94.10534834861755,7.658736222992957e-08,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.00949170524691358,0.26708140432098765,0.0011786265432098765
19.0,19.000000283122063,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.3010239601135254,False,1,33.26436221599579,8.156721115112305,1,94.10534834861755,3.814859894646361e-08,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.008500675154320987,0.267055362654321,0.0011766975308641976
20.0,20.000000298023224,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.30635443329811096,False,1,36.636585116386414,7.972618579864502,1,94.10534834861755,7.674951518765738e-08,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.010989101080246914,0.2671141975308642,0.0011762152777777778
21.0,21.000000312924385,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.30635443329811096,False,1,33.95745837688446,4.947626113891602,1,94.10534834861755,1.7185273293307546e-07,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.028056520061728395,0.2671214313271605,0.0011786265432098765
22.0,22.000000327825546,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.30635443329811096,False,1,36.65013873577118,7.973450660705566,1,77.11063623428345,6.927299976348877,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.0038334297839506173,0.26706211419753084,0.0011786265432098765
23.0,23.000000342726707,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.30635443329811096,False,1,43.13135516643524,7.995161533355713,1,58.68162524700165,7.907731533050537,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.00351514274691358,0.26645833333333335,0.0011786265432098765
24.0,24.00000035762787,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.30635443329811096,False,1,51.079349398612976,7.980098724365234,1,66.57582080364227,7.907968997955322,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.0011747685185185186,0.2662726658950617,0.0011786265432098765
25.0,25.00000037252903,"Location(x=-45.363152, y=58.176437, z=-0.007788)",0,0,0.0,-0.0008392335730604827,0.30635443329811096,False,1,59.10365283489227,7.9795098304748535,1,74.28839862346649,7.18257474899292,1,9.902097702026367,3,3,3,3,3,3,3,3,3,3,3,0.0009895833333333334,0.2662726658950617,0.0011786265432098765
