frame,timestamp,location,acceleration,velocity,throttle,steer,brake,reverse,has_front_vehicle,front_vehicle_distance,front_vehicle_velocity,has_side_vehicle,side_vehicle_distance,side_vehicle_velocity,has_traffic_light,distance_tl,signal_tl,signal_tl_1s,signal_tl_2s,signal_tl_3s,signal_tl_4s,signal_tl_5s,signal_tl_6s,signal_tl_7s,signal_tl_8s,signal_tl_9s,signal_tl_10s,car_pixels_ratio,truck_bus_pixels_ratio,traffic_light_pixels_ratio
0.0,0.0,"Location(x=-12.681092, y=69.761879, z=0.001384)",3.508713722229004,4.757385730743408,0.6399821639060974,0.01896894909441471,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.013841628086419753,5.401234567901235e-05,0.0
1.0,1.0000000149011612,"Location(x=-6.840685, y=69.935471, z=0.001633)",3.278068780899048,7.136981964111328,0.6325380802154541,-0.0010406498331576586,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.040064139660493825,0.0,0.0
2.0,2.0000000298023224,"Location(x=1.670380, y=70.124458, z=0.001652)",2.7614707946777344,9.810260772705078,0.6325380802154541,-0.006344689521938562,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0004996141975308642,0.0,4.147376543209877e-05
3.0,3.0000000447034836,"Location(x=13.257748, y=70.201271, z=0.001684)",2.208815097808838,12.07438850402832,0.6325380802154541,0.0008056642254814506,0.0,False,0,100,0,0,100,0,1,95.8830337524414,3,3,3,3,1,1,1,1,1,1,1,0.0014641203703703704,3.616898148148148e-05,8.198302469135803e-06
4.0,4.000000059604645,"Location(x=26.366831, y=70.295700, z=0.002169)",1.1020680665969849,13.820357322692871,0.5939935445785522,0.0007720948779024184,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0022665895061728396,9.307484567901234e-05,0.0
5.0,5.000000074505806,"Location(x=40.060711, y=70.403595, z=0.001773)",0.6008399724960327,14.867349624633789,0.5412293076515198,-0.00043640140211209655,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.010246431327160493,0.00023051697530864198,0.0
6.0,6.000000089406967,"Location(x=54.932354, y=70.487976, z=0.001851)",-0.11646675318479538,14.807419776916504,0.5072786808013916,-0.0012756354408338666,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.057038483796296294,0.0013348765432098766,0.0
7.0,7.000000104308128,"Location(x=69.473404, y=70.498924, z=0.001906)",-0.8341063261032104,14.12693977355957,0.4355628192424774,-0.0013092048466205597,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0016184413580246913,0.0022410300925925926,0.0002970679012345679
8.0,8.00000011920929,"Location(x=83.036896, y=70.605820, z=0.001990)",-2.170562267303467,12.705304145812988,0.3010239601135254,0.08253221213817596,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.005342399691358025,0.0,0.0
9.0,9.00000013411045,"Location(x=94.027878, y=74.030251, z=0.002028)",-2.8266987800598145,10.650779724121094,0.3116556704044342,0.2817862331867218,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.004032118055555555,0.0013811728395061729,0.0
10.0,10.000000149011612,"Location(x=97.897652, y=82.527252, z=0.001969)",-1.197138786315918,9.012880325317383,0.31692805886268616,0.1460447758436203,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0016083140432098764,0.018618344907407408,0.0
11.0,11.000000163912773,"Location(x=97.375435, y=91.104980, z=0.001898)",-0.6398581266403198,8.223196029663086,0.3428674638271332,0.020077159628272057,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.006613618827160494,0.06047646604938271,0.0
12.0,12.000000178813934,"Location(x=96.415009, y=99.091469, z=0.001855)",-0.13968461751937866,7.949125289916992,0.3829764127731323,0.028071334585547447,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.012551601080246914,0.0,0.0
13.0,13.000000193715096,"Location(x=94.712105, y=106.946060, z=0.001809)",0.4520450234413147,8.258462905883789,0.44482117891311646,0.07331207394599915,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.01834346064814815,0.0,0.0
14.0,14.000000208616257,"Location(x=91.156563, y=114.857979, z=0.001763)",1.029849648475647,9.241484642028809,0.5158786773681641,0.08317440748214722,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0012432484567901235,0.0,0.0
15.0,15.000000223517418,"Location(x=84.953560, y=122.371620, z=0.001775)",0.8337997198104858,10.282039642333984,0.5201501846313477,0.09345916658639908,0.0,False,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0011578896604938272,0.0006293402777777778,0.00010850694444444444
