Client ID,Avg Velocity,Avg Acceleration
1,4.915949874555369,0.7518362808725153
2,4.043895417933506,0.3665808155351606
3,8.067814436046813,1.1252600329296072
4,6.7340706407289534,1.0392701107021507
5,5.167560553415695,0.4245040263441662
6,7.077030534414413,0.8968007122108872
7,7.446137540336506,3.442479699274614
8,7.52889760894499,2.7789426091952087
9,7.873465952404458,2.1434221014959807
10,9.43955861816021,1.8517132254576274
